Name,Beds,Baths,Price:,Deposit,Waitlist,Available Units,Size (sq feet),Link,Apartment,Image
Stubb's B,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730465/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41b1be64480.72249736779.jpg
Stubb's C,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730467/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41b57b72233.26738463500.jpg
Stubb's D,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730469/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41b857172e4.55725572296.jpg
Stubb's E,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730471/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41bd1cda475.33839625745.jpg
Stubb's F,4,2,,0,0,,300,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/730473/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/108/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5df41c19e94df1.95021318469.jpg
The Continental Club,5,3,,0,0,,299,https://skyloft.prospectportal.com/Apartments/module/property_floorplans/property%5Bid%5D/678753/property_floorplan[id]/720284/is_premium_view/1/is_responsive_snippet/1/lease_start_window[id]/39711/is_collapsed/0/snippet_type/website/lease_term[id]/13114/space_configuration_id/123/,skyloft,https://medialibrarycdn.entrata.com/media_library/3690/5c816e820e4ae7.71264928876.jpg
Antone,6,3,,500,0,,237,https://www.2215west.com/Brochure/Antone?siteId=3433698&fId=7240810,twenty_two_15,None
Brentwood,1,1,,500,0,,553,https://www.2215west.com/Brochure/Brentwood?siteId=3433698&fId=5247057,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293464/450x400/44293464.jpg
Burnet Road,1,1,,500,0,,616,https://www.2215west.com/Brochure/Burnet-Road?siteId=3433698&fId=7240807,twenty_two_15,None
Congress,2,1,,500,0,,695,https://www.2215west.com/Brochure/Congress?siteId=3433698&fId=5247061,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293487/450x400/44293487.jpg
Congress,1,1,,500,0,,696,https://www.2215west.com/Brochure/Congress?siteId=3433698&fId=7240808,twenty_two_15,None
Continental,5,4,,500,0,,1418,https://www.2215west.com/Brochure/Continental?siteId=3433698&fId=5247067,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293514/450x400/44293514.jpg
Domain,5,4,,500,0,,177,https://www.2215west.com/Brochure/Domain?siteId=3433698&fId=5247066,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293513/450x400/44293513.jpg
Gibson,2,1,,500,0,,606,https://www.2215west.com/Brochure/Gibson?siteId=3433698&fId=5247060,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293485/450x400/44293485.jpg
Lady Bird,Studio,1,,500,0,,395,https://www.2215west.com/Brochure/Lady-Bird?siteId=3433698&fId=5247054,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293458/450x400/44293458.jpg
Magnolia,Studio,1,,500,0,,452,https://www.2215west.com/Brochure/Magnolia?siteId=3433698&fId=5247053,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293457/450x400/44293457.jpg
Magnolia,Studio,1,,0,0,,452,https://www.2215west.com/Brochure/Magnolia?siteId=3433698&fId=7240805,twenty_two_15,None
Mansion,4,4,,500,0,,1234,https://www.2215west.com/Brochure/Mansion?siteId=3433698&fId=5247064,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293504/450x400/44293504.jpg
Oasis,2,2,,500,0,,793,https://www.2215west.com/Brochure/Oasis?siteId=3433698&fId=5247062,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293499/450x400/44293499.jpg
Rainey,1,1,,500,0,,674,https://www.2215west.com/Brochure/Rainey?siteId=3433698&fId=5247058,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293467/450x400/44293467.jpg
Rosedale,1,1,,500,0,,606,https://www.2215west.com/Brochure/Rosedale?siteId=3433698&fId=5247056,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293461/450x400/44293461.jpg
Rosedale,1,1,,500,0,,584,https://www.2215west.com/Brochure/Rosedale?siteId=3433698&fId=7240806,twenty_two_15,None
SoCo,2,1,,500,0,,663,https://www.2215west.com/Brochure/SoCo?siteId=3433698&fId=5247059,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293473/450x400/44293473.jpg
SoLa Studio,Studio,1,,500,0,,340,https://www.2215west.com/Brochure/SoLa-Studio?siteId=3433698&fId=5247052,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293453/450x400/44293453.jpg
Steiner,2,2,,500,0,,854,https://www.2215west.com/Brochure/Steiner?siteId=3433698&fId=5247063,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293503/450x400/44293503.jpg
Stubbs,6,3,,500,0,,1421,https://www.2215west.com/Brochure/Stubbs?siteId=3433698&fId=5247068,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293520/450x400/44293520.jpg
Travis,2,2,,500,0,,854,https://www.2215west.com/Brochure/Travis?siteId=3433698&fId=7240809,twenty_two_15,None
Ziker,Studio,1,,500,0,,561,https://www.2215west.com/Brochure/Ziker?siteId=3433698&fId=5247055,twenty_two_15,https://capi.myleasestar.com/v2/dimg/44293447/450x400/44293447.jpg
